hour,LSTM_pred,XGBoost_pred
11:45:00,"9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0","9.043025,9.043025,9.043025,9.043025,9.043025,9.043025,9.043025,9.043025
,9.043025,9.043025,9.043025,9.043025,9.043025,9.043025,8.848697,8.848697
,8.848697,8.848697,8.848697,8.848697,8.829396,8.829396,8.829396,8.829396
,8.829396,8.829396,8.829396,8.841693,8.841693,8.841693"
12:00:00,"8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0","8.492695,8.492695,8.492695,8.426184,8.378811,7.934799,7.8910503
,7.8910503,7.429146,7.581412,7.581412,7.7242107,7.7242107,7.7342153
,7.714546,7.714546,7.714546,7.714546,7.714546,7.714546,7.714546
,7.714546,7.714546,7.714546,7.714546,7.9320455,8.522009,8.439129
,8.439129,8.157114,"
12:15:00,"9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0","8.408366,8.408366,8.408366,8.408366,8.408366,8.408366,8.408366
,8.408366,8.408366,8.408366,8.408366,8.144644,7.4008136,7.4008136
,5.3797054,5.3797054,5.3797054,5.3423667,4.325468,4.325468,4.325468
,4.325468,4.0801697,3.1287527,1.7493161,1.7493161,1.7493161,1.7493161
,1.740729,1.740729,"
12:30:00,"7.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0","7.3563924,6.3709526,6.2980576,5.527141,5.527141,5.527141,5.527141
,5.527141,5.527141,4.3381987,4.3381987,4.3381987,4.3381987,4.3381987
,4.3381987,4.3381987,4.3381987,4.3381987,4.0720797,4.0720797,4.0720797
,4.0720797,4.0720797,3.9124222,3.9124222,3.9124222,2.8420827,2.8420827
,2.8420827,4.399293,"
12:45:00,"3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0","3.594202,3.594202,3.594202,3.594202,3.594202,3.594202,3.594202
,3.594202,3.594202,3.594202,3.594202,3.594202,3.51101,,3.51101
,6.749957,6.749957,6.7957187,6.7957187,6.7957187,6.7957187,6.7957187
,6.7957187,6.9572864,7.510225,7.510225,7.510225,7.510225,7.510225
,7.510225,7.510225,"
13:00:00,"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0","1.4261539,1.4261539,1.4261539,1.5305743,1.6618811,1.6618811,1.6618811
,1.8850241,1.8995986,1.8995986,1.8995986,1.8995986,1.8995986,1.8995986
,1.8995986,1.8995986,1.8995986,1.8995986,1.8945079,1.8945079,1.6934736
,1.6780238,1.6624014,1.6624014,1.7084649,1.7084649,1.7084649,1.7084649
,1.7084649,1.7084649"
13:15:00,"1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0","1.4765974,1.4765974,1.4765974,1.4765974,1.4765974,1.4765974,1.4765974
,1.4765974,1.4765974,1.5606638,1.5606638,1.5606638,1.5606638,1.5606638
,1.5606638,1.5606638,1.5606638,1.5606638,1.5606638,1.5606638,1.5606638
,1.6175531,1.6175531,1.6175531,1.6175531,1.6175531,1.7145506,1.7145506
,1.7145506,1.7145506"
13:30:00,"2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0","1.7335135,1.7335135,1.7335135,1.7654287,1.7654287,1.7654287,1.7654287
,1.7654287,1.7654287,1.7654287,1.7654287,1.7654287,1.9066907,1.9310324
,1.9310324,1.9310324,1.9959128,1.9959128,1.9959128,2.06537,,2.06537
,2.0166392,2.0078297,2.0078297,2.0078297,2.0078297,2.0078297,2.0078297
,2.0078297,2.220522,"
13:45:00,"12.0, 12.0, 12.0, 12.0, 13.0, 13.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0","11.423904,11.423904,11.358514,11.358514,11.358514,11.343572,11.343572
,11.320218,11.320218,11.320218,11.320218,11.320218,11.320218,11.320218
,12.715119,12.715119,12.93587,12.93587,12.93587,12.93587,12.867727
,12.867727,12.867727,12.867727,12.867727,12.905,,12.826443,12.826443
,12.826443,12.826443"
14:00:00,"12.0, 12.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0","13.136201,13.918738,13.918738,13.918738,13.918738,13.918738,13.918738
,14.219731,14.219731,14.219731,14.438342,14.870652,14.870652,15.15939
,15.15939,15.15939,15.15939,15.15939,15.238631,15.238631,15.238631
,15.238631,15.238631,15.238631,15.238631,15.24178,15.160707,15.160707
,15.160707,15.160707"
14:15:00,"9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0","11.65082,11.917801,11.917801,11.917801,11.917801,11.917801,11.917801
,11.917801,11.857635,11.857635,11.62395,11.62395,11.62395,11.62395
,11.62395,11.62395,11.094692,11.094692,11.094692,11.094692,11.094692
,11.094692,11.094692,11.094692,11.312735,11.330253,11.330253,11.330253
,11.330253,11.330253"
14:30:00,"11.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0","10.973631,10.880696,10.880696,10.880696,10.880696,10.880696,10.880696
,10.880696,10.880696,10.801802,10.801802,10.801802,10.801802,10.801802
,10.801802,10.801802,10.922154,10.926948,10.930108,10.930108,10.930108
,10.930108,10.930108,10.930108,10.930108,10.930108,10.930108,10.930108
,10.930108,10.517728"
14:45:00,"12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0","11.408628,11.408628,11.408628,11.408628,11.408628,11.408628,11.408628
,11.408628,11.408628,11.408628,11.408628,11.408628,11.408628,11.408628
,8.820542,8.820542,8.820542,8.820542,8.820542,8.820542,8.915263
,8.915263,8.915263,8.915263,8.915263,8.915263,8.915263,8.915263
,8.915263,8.915263"
15:00:00,"15.0, 16.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0","11.502982,11.502982,11.502982,11.502982,11.502982,11.502982,11.502982
,11.502982,11.42495,11.42495,11.42495,10.744722,10.744722,10.603587
,10.603587,10.603587,10.603587,10.603587,10.603587,10.603587,10.603587
,10.603587,11.057701,11.057701,9.677826,9.677826,9.677826,9.677826
,9.677826,9.677826"
15:15:00,"15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0","14.417265,14.353429,14.353429,14.353429,14.353429,14.353429,14.307671
,14.307671,14.307671,14.307671,14.307671,14.307671,14.307671,14.307671
,14.307671,14.307671,14.307671,14.307671,14.307671,14.307671,14.307671
,14.307671,14.307671,14.307671,14.307671,14.307671,14.307671,14.307671
,14.307671,14.307671"
15:30:00,"15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0","14.932865,14.9237995,14.9237995,14.9237995,14.9237995,14.9237995
,14.9237995,14.9237995,14.9237995,14.9237995,14.9237995,14.9237995
,14.9237995,14.9237995,14.9237995,14.9237995,14.9237995,14.9237995
,14.844873,14.844873,14.844873,14.844873,14.844873,14.802879
,14.765842,14.765842,14.765842,14.765842,14.765842,14.87557,"
15:45:00,"14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0","13.723956,13.883542,13.883542,13.883542,13.883542,13.883542,13.883542
,13.883542,13.883542,13.883542,13.874965,13.874965,13.919195,13.919195
,13.929001,13.696033,13.696033,13.696033,13.696033,13.696033,13.696033
,13.696033,13.696033,13.696033,13.696033,13.696033,14.109111,14.109111
,14.382533,14.382533"
16:00:00,"12.0, 12.0, 12.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0","13.530525,13.530525,13.530525,13.530525,13.530525,13.530525,13.530525
,13.530525,13.530525,13.530525,13.530525,13.659271,13.659271,13.659271
,13.659271,13.659271,13.659271,13.659271,13.730313,13.754303,13.754303
,13.837343,13.837343,13.837343,13.837343,13.837343,13.837343,13.837343
,13.837343,13.837343"
16:15:00,"11.0, 11.0, 11.0, 11.0, 11.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0","12.035743,12.035743,12.035743,12.112076,12.112076,12.112076,12.178967
,12.178967,12.178967,12.178967,12.178967,12.178967,12.178967,12.178967
,12.178967,12.178967,12.178967,12.178967,12.178967,12.178967,12.178967
,12.178967,12.178967,12.178967,12.178967,12.178967,12.178967,12.178967
,12.178967,12.178967"
16:30:00,"10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0","11.105997,11.105997,11.105997,11.105997,11.105997,11.105997,11.105997
,11.105997,11.105997,11.140796,11.140796,11.140796,11.140796,11.140796
,11.281571,11.281571,11.281571,11.553683,11.553683,11.553683,11.553683
,11.691041,11.79537,11.79537,11.79537,11.79537,11.79537,11.79537
,11.79537,11.989048"
16:45:00,"12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0","11.198523,11.198523,11.198523,11.198523,11.198523,11.198523,11.198523
,11.198523,11.198523,11.198523,11.198523,11.198523,11.198523,11.198523
,10.864527,10.864527,10.864527,10.864527,10.987921,11.044506,11.044506
,11.044506,11.044506,11.044506,11.044506,11.044506,11.044506,11.044506
,11.044506,11.044506"
17:00:00,"11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0","10.454827,10.454827,10.323074,10.323074,10.323074,10.187905,10.262807
,10.262807,10.262807,10.262807,10.260904,10.260904,10.260904,10.129469
,10.129469,10.129469,8.731062,8.731062,8.731062,8.731062,8.731062
,8.731062,8.731062,8.99185,,9.083432,9.083432,9.083432,9.083432
,9.083432,9.083432"
17:15:00,"11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0","11.385529,11.385529,11.42285,11.42285,11.292985,11.292985,11.292985
,11.292985,11.323517,11.281385,11.281385,11.281385,11.004933,11.004933
,11.004933,11.004933,11.004933,11.004933,10.986885,10.986885,10.903884
,10.903884,10.903884,11.156011,11.156011,11.156011,11.156011,11.156011
,11.292195,11.292195"
17:30:00,"10.0, 10.0, 10.0, 11.0, 11.0, 11.0, 11.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0","11.103897,11.103897,11.103897,11.103897,11.103897,11.103897
,11.103897,11.103897,11.103897,11.103897,11.103897,11.103897
,11.103897,11.103897,11.174244,11.174244,11.174244,11.174244
,11.174244,11.174244,11.174244,11.174244,11.174244,11.174244
,10.9983835,10.4243355,10.4243355,10.4243355,10.4243355,10.80366,"
17:45:00,"6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0",",7.2968693,7.2968693,7.2968693,7.2968693,7.2968693,7.2968693
,7.2968693,7.2968693,7.2968693,7.2968693,7.030154,,7.030154
,7.030154,,7.030154,10.084863,10.084863,10.084863,10.084863
,10.084863,10.084863,10.084863,10.084863,10.084863,10.084863
,10.084863,10.084863,10.505505,10.505505,10.505505,10.505505,"
18:00:00,"5.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0","5.433532,5.433532,5.450568,5.450568,5.450568,5.450568,5.450568,5.450568
,5.450568,5.450568,5.450568,5.450568,5.450568,5.450568,5.570886,5.570886
,5.570886,5.570886,5.570886,5.570886,5.690578,5.726164,6.404223,6.404223
,6.404223,6.404223,6.404223,6.404223,6.404223,6.404223"
18:15:00,"4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0","4.0921845,4.088189,4.088189,4.088189,4.1734986,4.180047,4.224881
,4.224881,4.224881,4.224881,4.224881,4.1995726,4.14864,,4.2246485
,4.1739283,4.344554,4.344554,4.342314,4.342314,4.3605404,4.202958
,4.202958,4.343898,4.878711,4.878711,4.9501452,4.9501452,4.9501452
,5.001919,5.001919,"
18:30:00,"3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0","4.561729,4.561729,4.561729,4.561729,4.561729,4.561729,4.561729
,4.561729,5.3146925,5.3146925,5.3146925,5.3146925,5.3146925,5.3146925
,5.3146925,5.3146925,5.3146925,5.3146925,5.3146925,5.3146925,5.3146925
,5.3146925,5.3146925,5.3146925,5.3146925,5.3146925,5.3146925,5.3146925
,5.3146925,4.776174,"
18:45:00,"8.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0","5.762838,5.762838,5.762838,5.762838,6.0523143,6.0523143,6.1048937
,6.1399846,6.1399846,6.1399846,6.1399846,6.1399846,6.1399846,6.1399846
,8.470406,8.470406,8.470406,8.612286,8.612286,8.661139,8.718432
,8.718432,8.718432,8.718432,8.718432,8.696194,8.696194,8.696194
,8.696194,8.696194,"
19:00:00,"10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0",",9.130031,,9.130031,,9.7899685,9.7899685,9.7899685,9.996444
,9.996444,,9.996444,,9.996444,,9.996444,,9.996444,,9.996444
,9.996444,,9.996444,,9.996444,10.055518,10.055518,10.175557
,10.254744,10.254744,10.511741,10.511741,10.511741,10.511741
,10.511741,10.305265,10.283244,10.283244,10.283244,10.07075,"
19:15:00,"12.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0","11.238815,11.238815,11.238815,10.945453,10.945453,10.945453,10.945453
,10.945453,10.945453,10.945453,10.945453,10.945453,10.945453,10.945453
,10.945453,10.945453,10.945453,10.945453,10.945453,10.945453,10.945453
,10.945453,10.945453,10.945453,10.945453,10.945453,10.945453,10.945453
,10.945453,10.945453"
19:30:00,"12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0","12.044046,12.006783,12.165296,12.312271,12.311949,12.60667
,12.720219,12.720219,12.720219,12.720219,12.720219,12.71903
,12.360091,12.360091,12.395912,12.323335,12.284009,12.284009
,12.284009,12.284009,12.651307,12.669127,13.213817,13.2434635
,13.2434635,13.2434635,13.2434635,13.2434635,13.2434635,12.537376,"
19:45:00,"13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0","13.279599,13.279599,13.279599,13.279599,13.2912855,13.268509
,13.237872,13.261014,13.261014,13.261014,13.261014,13.261014
,13.261014,13.261014,13.365345,13.365345,13.365345,13.286299
,13.208366,13.208366,13.104812,13.104812,13.104812,13.166176
,13.324114,13.324114,13.324114,13.324114,13.324114,13.324114,"
20:00:00,"13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0","13.290466,13.290466,12.9820795,12.976153,12.976153,12.76299
,12.76299,,12.179939,12.741277,13.007906,13.007906,13.007906
,13.007906,13.007906,13.176815,13.176815,13.176815,13.357613
,13.357613,13.357613,13.357613,13.357613,13.357613,12.7551365
,12.7551365,12.749391,12.749391,12.749391,12.749391,12.498043,"
20:15:00,"14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0","13.771114,13.771114,13.610626,13.610626,13.610626,13.610626,13.610626
,13.610626,13.610626,13.610626,13.610626,13.610626,13.610626,13.610626
,13.610626,13.610626,13.610626,13.610626,13.610626,13.610626,13.610626
,13.610626,13.610626,13.610626,13.610626,13.628145,13.628145,13.628145
,13.628145,13.628145"
20:30:00,"15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0","14.250559,14.250559,14.250559,14.250559,14.250559,14.250559,14.250559
,14.250559,14.250559,14.250559,14.250559,14.250559,14.250559,14.250559
,14.250559,14.250559,14.250559,14.250559,14.250559,14.250559,14.250559
,14.250559,14.250559,14.250559,14.250559,14.250559,14.250559,14.250559
,14.250559,13.728882"
20:45:00,"15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0","15.000082,15.000082,15.000082,15.000082,15.000082,15.000082,15.000082
,15.000082,15.000082,15.000082,15.000082,15.000082,15.000082,15.000082
,14.712081,14.712081,14.712081,14.712081,14.712081,14.712081,14.712081
,14.712081,14.712081,14.712081,14.712081,14.712081,14.712081,14.712081
,14.770207,14.770207"
21:00:00,"17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0","15.402519,15.402519,15.402519,15.402519,15.402519,15.402519,15.402519
,15.402519,15.402519,15.402519,15.402519,15.402519,15.402519,15.402519
,15.402519,15.402519,15.402519,15.402519,15.402519,15.402519,15.402519
,15.402519,15.402519,15.402519,15.402519,15.402519,15.402519,15.402519
,15.402519,15.402519"
21:15:00,"17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0, 17.0","16.399517,16.399517,16.399517,16.399517,16.399517,16.399517,16.5023
,16.5023,,16.5023,,16.5023,,16.490406,16.490406,16.490406,16.490406
,16.490406,16.490406,16.490406,16.490406,16.490406,16.490406,16.490406
,16.490406,16.490406,16.490406,16.490406,16.490406,16.490406,16.490406
,16.490406,16.490406"
21:30:00,"18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0","17.052624,17.052624,17.052624,17.052624,17.052624,17.052624,17.066557
,17.066557,16.961266,16.961266,16.961266,16.961266,16.961266,16.961266
,16.961266,16.961266,16.961266,16.961266,16.961266,16.961266,16.961266
,16.961266,16.961266,16.961266,16.961266,16.961266,16.961266,16.961266
,16.961266,16.532484"
21:45:00,"19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0","17.378738,17.378738,17.378738,17.378738,17.378738,17.378738,17.378738
,17.378738,17.378738,17.378738,17.378738,17.378738,17.378738,17.378738
,17.333216,17.333216,17.333216,17.333216,17.52938,17.52938,17.52938
,17.52938,17.52938,17.52938,17.52938,17.52938,17.52938,17.52938
,17.52938,17.52938,"
22:00:00,"19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0","18.05737,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737
,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737
,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737
,18.05737,18.05737,18.05737,18.05737,18.05737,18.05737"
22:15:00,"19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0","18.000214,18.000214,18.000214,18.000214,18.000214,18.000214,18.000214
,18.000214,18.000214,18.000214,18.000214,18.000214,18.000214,17.965105
,17.965105,17.965105,17.965105,17.965105,17.965105,17.965105,17.965105
,17.965105,17.965105,17.965105,17.965105,17.965105,17.965105,17.965105
,17.965105,17.965105"
22:30:00,"19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0, 19.0","18.314548,18.314548,18.314548,18.314548,18.314548,18.314548,18.314548
,18.314548,18.314548,18.314548,18.314548,18.314548,18.314548,18.314548
,18.314548,18.314548,18.314548,18.314548,18.314548,18.314548,18.314548
,18.314548,18.314548,18.314548,18.314548,18.314548,18.314548,18.314548
,18.314548,18.281578"
